Nombre_Base,Nombre_Similar
LICEO CIENTIFICO SAN JUAN BAUTISTA,LICEO CIENTÍFICO SAN JUAN BAUTISTA
COLEGIO EVANGELICO BELEN,COLEGIO EVANGÉLICO BELÉN
COLEGIO EVANGELICO BELEN,COLEGIO EVANGELICO BEREA
COLEGIO EVANGÉLICO BELÉN,COLEGIO EVANGELICO BELEN
COLEGIO BILINGÜE VISTA HERMOSA,COLEGIO BILINGUE VISTA HERMOSA
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- DEIRO,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- DEIRO,CENTRO DE EDUCACION EXTRAESCOLAR -CEEX-
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- DEIRO,CENTRO DE EDUCACIÓN EXTRAESCOLAR - CEEX
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- DEIRO,CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX
COLEGIO FORMACION INTEGRAL DE AMATITLAN,COLEGIO FORMACION INTEGRAL DE AMATITLÁN
LICEO CRISTIANO BETH SHALOM,LICEO CRISTIANO BETH SHALOM SUR
COLEGIO EDUCATIVO DE DESARROLLO INFORMÁTICO Y CIENTÍFICO DE AMATITLÁN,COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLÁN
COLEGIO EDUCATIVO DE DESARROLLO INFORMÁTICO Y CIENTÍFICO DE AMATITLÁN,COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLAN
LICEO MIXTO CRISTIANO JIREH,LICEO MIXTO CRISTIANO ISRAEL
INSTITUTO TÉCNICO VOCACIONAL PRIVADO AMATITLANECO,INSTITUTO TECNICO VOCACIONAL PRIVADO AMATITLANECO
INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA LOS CERRITOS,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA
COLEGIO BILINGUE CORBAN,COLEGIO BILINGUE CORBÁN
LICEO CRISTIANO BETH SHALOM SUR,LICEO CRISTIANO BETH SHALOM
COLEGIO MIXTO SAGRADA FAMILIA DE AMATITLÁN,COLEGIO MIXTO SAGRADA FAMILIA DE AMATITLAN
INSTITUTO DE EDUCACION POR COOPERATIVA DE ENSEÑANZA EMANUEL,INSTITUTO DE EDUCACION POR COOPERATIVA DE ENSEÑANZA
COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLAN,COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLÁN
COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLAN,COLEGIO EDUCATIVO DE DESARROLLO INFORMÁTICO Y CIENTÍFICO DE AMATITLÁN
INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION BÁSICA Y DIVERSIFICADA
INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y DIVERSIFICADO
INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA
INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CHICACAO
COLEGIO IMB-PC NO. 8,COLEGIO IMB-PC-NO. 7
COLEGIO BILINGUE CORBÁN,COLEGIO BILINGUE CORBAN
INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA PLAYA LINDA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA
INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA PLAYA LINDA,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA
INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA PLAYA LINDA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA
COLEGIO MIXTO SAGRADA FAMILIA DE AMATITLAN,COLEGIO MIXTO SAGRADA FAMILIA DE AMATITLÁN
COLEGIO FORMACION INTEGRAL DE AMATITLÁN,COLEGIO FORMACION INTEGRAL DE AMATITLAN
INSTITUTO TECNICO VOCACIONAL PRIVADO AMATITLANECO,INSTITUTO TÉCNICO VOCACIONAL PRIVADO AMATITLANECO
COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLÁN,COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLAN
COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLÁN,COLEGIO EDUCATIVO DE DESARROLLO INFORMÁTICO Y CIENTÍFICO DE AMATITLÁN
COLEGIO MIXTO REAL EL VALLE,COLEGIO MIXTO VALLE REAL
COLEGIO EVANGELICO MIXTO GALILEA,COLEGIO MIXTO EVANGELICO GILGAL
"CENTRO DE ESTUDIOS DE INFORMATICA, COMPUTACION Y TECNOLOGIA CEICT",CENTRO DE ESTUDIOS DE INFORMATICA COMPUTACION Y TECNOLOGIA
LICEO TECNICO DE VILLA NUEVA,LICEO TÉCNICO DE VILLA NUEVA
CENTRO EDUCATIVO IMB-PC EN LINEA (IMB-PC ONLINE),"CENTRO EDUCATIVO IMB-PC EN LINEA, (IMB-PC ONLINE)"
CENTRO EDUCATIVO IMB-PC EN LINEA (IMB-PC ONLINE),CENTRO EDUCATIVO IMB-PC EN LÍNEA (IMB-PC ONLINE)
COLEGIO RAFAEL AREVALO MARTINEZ,COLEGIO RAFAEL AREVALO MARTÍNEZ
LICEO PIERRE DE FERMAT,LICEO PIERRE DE FERMAT II
INSTITUTO PROFESIONAL DE COMPUTACION,INSTITUTO PROFESIONAL DE COMPUTACIÓN
"CENTRO EDUCATIVO IMB-PC EN LINEA, (IMB-PC ONLINE)",CENTRO EDUCATIVO IMB-PC EN LINEA (IMB-PC ONLINE)
"CENTRO EDUCATIVO IMB-PC EN LINEA, (IMB-PC ONLINE)",CENTRO EDUCATIVO IMB-PC EN LÍNEA (IMB-PC ONLINE)
CENTRO EDUCATIVO FE Y ALEGRIA NO. 14,CENTRO EDUCATIVO FE Y ALEGRIA NO. 1
CENTRO EDUCATIVO FE Y ALEGRIA NO. 14,CENTRO EDUCATIVO FE Y ALEGRIA NO 49
CENTRO EDUCATIVO FE Y ALEGRIA NO. 14,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 48
CENTRO EDUCATIVO FE Y ALEGRIA NO. 14,CENTRO EDUCATIVO FE Y ALEGRIA NO. 53
CENTRO EDUCATIVO FE Y ALEGRIA NO. 14,CENTRO EDUCATIVO FE Y ALEGRIA NO. 22
CENTRO EDUCATIVO FE Y ALEGRIA NO. 14,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 7
CENTRO EDUCATIVO FE Y ALEGRIA NO. 14,CENTRO EDUCATIVO FE Y ALEGRÍA NO 44
CENTRO EDUCATIVO FE Y ALEGRIA NO. 14,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 6
CENTRO EDUCATIVO FE Y ALEGRIA NO. 14,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 2
CENTRO EDUCATIVO MIEL,CENTRO EDUCATIVO MODELO
CENTRO EDUCATIVO FE Y ALEGRIA NO. 22,CENTRO EDUCATIVO FE Y ALEGRIA NO. 1
CENTRO EDUCATIVO FE Y ALEGRIA NO. 22,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 2
CENTRO EDUCATIVO FE Y ALEGRIA NO. 22,CENTRO EDUCATIVO FE Y ALEGRIA NO. 53
CENTRO EDUCATIVO FE Y ALEGRIA NO. 22,CENTRO EDUCATIVO FE Y ALEGRIA NO. 14
CENTRO EDUCATIVO FE Y ALEGRIA NO. 22,CENTRO EDUCATIVO FE Y ALEGRÍA NO 2
CENTRO EDUCATIVO FE Y ALEGRIA NO. 22,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 7
CENTRO EDUCATIVO FE Y ALEGRIA NO. 22,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 6
CENTRO EDUCATIVO FE Y ALEGRIA NO. 22,CENTRO EDUCATIVO FE Y ALEGRIA NO 49
CENTRO EDUCATIVO FE Y ALEGRIA NO. 22,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 48
COLEGIO PRIVADO MIXTO NUESTRA SEÑORA DE LAS MERCEDES,COLEGIO PRIVADO MIXTO NUESTRA SEÑORA DE LOURDES
COLEGIO RAFAEL AREVALO MARTÍNEZ,COLEGIO RAFAEL AREVALO MARTINEZ
LICEO MIXTO CRISTIANO PIAGET,LICEO MIXTO CRISTIANO PIAGET.
LICEO INTERCULTURAL DE GUATEMALA,LICEO INTERCULTURAL DE GUATEMALA II
LICEO PIERRE DE FERMAT II,LICEO PIERRE DE FERMAT
INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA BÁRCENAS,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA
INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA BÁRCENAS,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA
INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA BÁRCENAS,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA EL CARMEN
LICEO INTERCULTURAL DE GUATEMALA II,LICEO INTERCULTURAL DE GUATEMALA
LICEO TECNOLÓGICO GALES,LICEO TECNOLOGICO GALES
INSTITUTO PRIVADO NUESTRA SEÑORA DE AMÉRICA,INSTITUTO PRIVADO NUESTRA SEÑORA DE AMERICA
LICEO TÉCNICO DE VILLA NUEVA,LICEO TECNICO DE VILLA NUEVA
COLEGIO CRISTIANO TERRANOVA,COLEGIO CRISTIANO TERRANOVA II
LICEO TECNOLOGICO GALES,LICEO TECNOLÓGICO GALES
INSTITUTO PROFESIONAL DE COMPUTACIÓN,INSTITUTO PROFESIONAL DE COMPUTACION
CENTRO EDUCATIVO IMB-PC EN LÍNEA (IMB-PC ONLINE),CENTRO EDUCATIVO IMB-PC EN LINEA (IMB-PC ONLINE)
CENTRO EDUCATIVO IMB-PC EN LÍNEA (IMB-PC ONLINE),"CENTRO EDUCATIVO IMB-PC EN LINEA, (IMB-PC ONLINE)"
COLEGIO CRISTIANO TERRANOVA II,COLEGIO CRISTIANO TERRANOVA
LICEO SAN JOSÉ DE LOS OLIVOS,LICEO SAN JOSE DE LOS OLIVOS
CENTRO DE ESTUDIOS DE INFORMATICA COMPUTACION Y TECNOLOGIA,"CENTRO DE ESTUDIOS DE INFORMATICA, COMPUTACION Y TECNOLOGIA CEICT"
INSTITUTO PRIVADO NUESTRA SEÑORA DE AMERICA,INSTITUTO PRIVADO NUESTRA SEÑORA DE AMÉRICA
LICEO SAN JOSE DE LOS OLIVOS,LICEO SAN JOSÉ DE LOS OLIVOS
COLEGIO TECNOLÓGICO CANALEÑO,COLEGIO TECNOLOGICO CANALEÑO
LICEO PROFESIONAL DE COMPUTACIÓN MANUEL GALICH,LICEO PROFESIONAL DE COMPUTACION MANUEL GALICH
LICEO PREUNIVERSITARIO DE INFORMÁTICA Y TECNOLOGÍA,LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA
INSTITUTO TECNOLÓGICO MUNICIPAL,INSTITUTO TECNOLÓGICO MUNICIPAL TEC
COLEGIO TÉCNICO SUIZO,COLEGIO TECNICO SUIZO
COLEGIO TECNOLOGICO CANALEÑO,COLEGIO TECNOLÓGICO CANALEÑO
LICEO MONTEALTO,LICEO MONTECARLO
COLEGIO INTEGRAL CANALEÑO DR. JUAN JOSÉ ARÉVALO BERMEJO,COLEGIO INTEGRAL CANALEÑO DR. JUAN JOSE AREVALO BERMEJO
ESCUELA NACIONAL DE CIENCIAS COMERCIALES AMERICA,ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES
ESCUELA NACIONAL DE CIENCIAS COMERCIALES AMERICA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES
LICEO PROFESIONAL DE COMPUTACION MANUEL GALICH,LICEO PROFESIONAL DE COMPUTACIÓN MANUEL GALICH
COLEGIO INTEGRAL CANALEÑO DR. JUAN JOSE AREVALO BERMEJO,COLEGIO INTEGRAL CANALEÑO DR. JUAN JOSÉ ARÉVALO BERMEJO
LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA,LICEO PREUNIVERSITARIO DE INFORMÁTICA Y TECNOLOGÍA
COLEGIO PREUNIVERSITARIO DEL SUR DOMINGO DE GUZMAN,COLEGIO PREUNIVERSITARIO DEL SUR DOMINGO DE GUZMÁN
COLEGIO CENTRO CULTURAL SAGRADA FAMILIA NO. 2,CENTRO CULTURAL SAGRADA FAMILIA NO. 2
LICEO EN INFORMÁTICA COMERCIAL VILLA HERMOSA,LICEO EN INFORMATICA COMERCIAL VILLA HERMOSA
CENTRO EDUCATIVO FORMADORES DE LÍDERES,CENTRO EDUCATIVO FORMADORES DE LIDERES
INSTITUTO TÉCNICO EMILIANI SOMASCOS,INSTITUTO TECNICO EMILIANI SOMASCOS
INSTITUTO TECNICO EMILIANI SOMASCOS,INSTITUTO TÉCNICO EMILIANI SOMASCOS
COLEGIO TECNICO SUIZO,COLEGIO TÉCNICO SUIZO
CENTRO CULTURAL SAGRADA FAMILIA NO. 2,CENTRO CULTURAL SAGRADA FAMILIA NO. 1
CENTRO CULTURAL SAGRADA FAMILIA NO. 2,COLEGIO CENTRO CULTURAL SAGRADA FAMILIA NO. 2
COLEGIO PLANETA VERDE (GREEN PLANET),COLEGIO MIXTO PLANETA VERDE (GREEN PLANET)
COLEGIO MIXTO PLANETA VERDE (GREEN PLANET),COLEGIO PLANETA VERDE (GREEN PLANET)
COLEGIO PREUNIVERSITARIO DEL SUR DOMINGO DE GUZMÁN,COLEGIO PREUNIVERSITARIO DEL SUR DOMINGO DE GUZMAN
CENTRO EDUCATIVO FORMADORES DE LIDERES,CENTRO EDUCATIVO FORMADORES DE LÍDERES
CENTRO CULTURAL SAGRADA FAMILIA NO. 1,CENTRO CULTURAL SAGRADA FAMILIA NO. 2
LICEO EN INFORMATICA COMERCIAL VILLA HERMOSA,LICEO EN INFORMÁTICA COMERCIAL VILLA HERMOSA
COLEGIO DE LA SALLE,COLEGIO LA SALLE
LICEO EVANGELICO EL ALBA,LICEO EVANGÉLICO EL ALBA
LICEO PREUNIVERSITARIO DE INFORMATICA,LICEO PREUNIVERSITARIO DE INFORMÁTICA
COLEGIO PRIVADO MIXTO EL DIVINO MAESTRO,COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO
COLEGIO PRIVADO MIXTO RAFAEL LANDIVAR,COLEGIO PRIVADO RAFAEL LANDIVAR
LICEO PREUNIVERSITARIO DE INFORMÁTICA,LICEO PREUNIVERSITARIO DE INFORMATICA
LICEO PRIVADO DE CIENCIAS COMERCIALES,LICEO PRIVADO DE CIENCIAS COMERICALES
LICEO EVANGÉLICO EL ALBA,LICEO EVANGELICO EL ALBA
LICEO PRIVADO MIXTO DAME,LICEO PRIVADO MIXTO CHAMPEL
LICEO PRIVADO DE CIENCIAS COMERICALES,LICEO PRIVADO DE CIENCIAS COMERCIALES
CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX MUNICIPAL,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- MUNICIPAL
CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX MUNICIPAL,CENTRO MUNICIPAL DE EDUCACIÓN EXTRAESCOLAR -CEEX-
CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX MUNICIPAL,"CENTRO DE EDUCACIÓN EXTRAESCOLAR, MUNICIPAL, -CEEX-"
CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX MUNICIPAL,CENTRO OFICIAL DE EDUCACIÓN EXTRAESCOLAR -CEEX-
CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX MUNICIPAL,CENTRO OFICIAL DE EDUCACIÓN EXTRAESCOLAR -COEEX-
COLEGIO INTEGRAL HUMANISTICO CHIANTLECO,COLEGIO INTEGRAL HUMANÍSTICO CHIANTLECO
COLEGIO INTEGRAL HUMANÍSTICO CHIANTLECO,COLEGIO INTEGRAL HUMANISTICO CHIANTLECO
INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA
INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,INSTITUTO DIVERSIFICADO DE EDUCACIÓN POR COOPERATIVA
INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,INSTITUTO DE EDUCACION DIVERSIFICADO POR COOPERATIVA
INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,INSTITUTO MIXTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA
INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA
INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DON JUSTO
INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA CHAQUIJYÁ
INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,INSTITUTO DE EDUCACIÓN DIVERSIFICADO POR COOPERATIVA SAN JOSÉ
COLEGIO INTEGRAL EMPRESARIAL POR MADUREZ- CIEM,COLEGIO INTEGRAL EMPRESARIAL POR MADUREZ -CIEM-
INSTITUTO NORMAL MIXTO PRIVADO,INSTITUTO NORMAL MIXTO PRIVADO AJPON
LICEO TÉCNICO LIBERADOR KAROL WOJTILA,LICEO TÉCNICO LIBERADOR KAROL WOJTYLA
LICEO TÉCNICO LIBERADOR KAROL WOJTILA,COLEGIO LICEO TÉCNICO LIBERADOR KAROL WOJTILA
COLEGIO LICEO TÉCNICO LIBERADOR KAROL WOJTILA,LICEO TÉCNICO LIBERADOR KAROL WOJTILA
LICEO TÉCNICO LIBERADOR KAROL WOJTYLA,LICEO TÉCNICO LIBERADOR KAROL WOJTILA
COLEGIO PRIVADO MIXTO NUEVO HORIZONTE,COLEGIO PRIVADO MIXTO NUEVOS HORIZONTES
INSTITUTO NORMAL MIXTO PRIVADO AJPON,INSTITUTO NORMAL MIXTO PRIVADO
COLEGIO PRIVADO MIXTO EMMANUEL,COLEGIO PRIVADO MIXTO EMANUEL
COLEGIO EVANGELICO MIXTO NAZARET,COLEGIO EVANGÉLICO MIXTO NAZARET
COLEGIO EVANGELICO MIXTO NAZARET,COLEGIO MIXTO EVANGELICO NAZARENO
COLEGIO EVANGÉLICO MIXTO NAZARET,COLEGIO EVANGELICO MIXTO NAZARET
COLEGIO EVANGÉLICO MIXTO NAZARET,COLEGIO MIXTO EVANGELICO NAZARENO
INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA CANTÓN EL BOSQUE,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA EL CARMEN
COLEGIO PRIVADO MIXTO ELOHIM,COLEGIO PRIVADO MIXTO ELHOHIM
COLEGIO PRIVADO MIXTO ELOHIM,COLEGIO PRIVADO MIXTO ELIM
INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA SANTA EULALIA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA
INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA SANTA EULALIA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA SAN LUIS
INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA SANTA EULALIA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA SAQB´E
ASOCIACIÓN DE MAESTROS DE EDUCACIÓN RURAL DE GUATEMALA -AMERG-,ASOCIACIÓN DE MAESTROS DE EDUCACIÓN RURAL DE GUATEMALA
COLEGIO PRIVADO MIXTO ELHOHIM,COLEGIO PRIVADO MIXTO ELOHIM
COLEGIO PRIVADO MIXTO ELHOHIM,COLEGIO PRIVADO MIXTO ELIM
COLEGIO PARAISO ESCONDIDO,COLEGIO PARAÍSO ESCONDIDO
COLEGIO PARAÍSO ESCONDIDO,COLEGIO PARAISO ESCONDIDO
COLEGIO PRIVADO MIXTO NUEVOS HORIZONTES,COLEGIO PRIVADO MIXTO NUEVO HORIZONTE
LICEO PRIVADO MIXTO MONTESSORI,COLEGIO PRIVADO MIXTO MONTESSORI
INSTITUTO NORMAL PRIVADO JUAN JOSE AREVALO BERMEJO,INSTITUTO NORMAL PRIVADO JUAN JOSÉ ARÉVALO BERMEJO
INSTITUTO NORMAL PRIVADO JUAN JOSÉ ARÉVALO BERMEJO,INSTITUTO NORMAL PRIVADO JUAN JOSE AREVALO BERMEJO
COLEGIO PRIVADO MIXTO EL PARAISO,COLEGIO PRIVADO MIXTO EL PARAÍSO
COLEGIO PRIVADO MIXTO EL PARAÍSO,COLEGIO PRIVADO MIXTO EL PARAISO
COLEGIO PRIVADO MIXTO SANTA MARTA VILLA SEÑOR,COLEGIO MIXTO SANTA MARTA VILLA SEÑOR
COLEGIO EVANGÉLICO MIXTO BEREA,COLEGIO EVANGELICO MIXTO BEREA
COLEGIO EVANGÉLICO MIXTO BEREA,COLEGIO EVANGÉLICO MIXTO BETHESDA
ASOCIACIÓN DE MAESTROS DE EDUCACIÓN RURAL DE GUATEMALA,ASOCIACIÓN DE MAESTROS DE EDUCACIÓN RURAL DE GUATEMALA -AMERG-
COLEGIO EVANGELICO BEREA,COLEGIO EVANGELICO BELEN
COLEGIO MIXTO SANTA MARTA VILLA SEÑOR,COLEGIO PRIVADO MIXTO SANTA MARTA VILLA SEÑOR
COLEGIO EVANGELICO MIXTO BEREA,COLEGIO EVANGÉLICO MIXTO BEREA
COLEGIO EVANGELICO MIXTO BEREA,COLEGIO EVANGELICO MIXTO BETHEL
COLEGIO PARROQUIAL MONSEÑOR ANDRÉS GIRÓN,COLEGIO PARROQUIAL MONSE%OR ANDRES GIRON
COLEGIO PARROQUIAL MONSE%OR ANDRES GIRON,COLEGIO PARROQUIAL MONSEÑOR ANDRÉS GIRÓN
INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA PETATÁN,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA
INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA PETATÁN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA PUENTE
INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA PETATÁN,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA PACHALÍ
INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA PETATÁN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA PATULUL
LICEO TECNICO GUATEMALTECO IDETI,LICEO TÉCNICO GUATEMALTECO IDETI
INSTITUTO PARTICULAR MIXTO DESARROLLO Y CIENCIA,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO
COLEGIO PARTICULAR MIXTO MATIAS DE GALVEZ,COLEGIO PARTICULAR MIXTO MATÍAS DE GÁLVEZ
"INSTITUTO TECNICO DE CAPACITACION Y PRODUCTIVIDAD, INTECAP",INSTITUTO TECNICO DE CAPACITACIÓN Y PRODUCTIVIDAD- INTECAP-
"INSTITUTO TECNICO DE CAPACITACION Y PRODUCTIVIDAD, INTECAP",INSTITUTO TÉCNICO DE CAPACITACIÓN Y PRODUCTIVIDAD INTECAP
COLEGIO MIXTO BILINGUE QUETZALLI,COLEGIO MIXTO BILINGÜE QUETZALLI
INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA -INED-,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA -INED-
INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA -INED-,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA
INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA -INED-,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA
INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA -INED-,INSTITUTO NACIONAL DE EDUCACIÒN DIVERSIFICADA
INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA -INED-,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADO
COLEGIO PARTICULAR MIXTO MATÍAS DE GÁLVEZ,COLEGIO PARTICULAR MIXTO MATIAS DE GALVEZ
LICEO MIXTO BILINGÜE CANADIENSE,LICEO MIXTO BINLINGÜE CANADIENSE
LICEO MIXTO BINLINGÜE CANADIENSE,LICEO MIXTO BILINGÜE CANADIENSE
COLEGIO PRIVADO MIXTO SAN JOSE,COLEGIO PRIVADO MIXTO SAN JOSÉ
COLEGIO PRIVADO MIXTO SAN JOSE,COLEGIO MIXTO PRIVADO SAN JOSÉ
COLEGIO PRIVADO MIXTO SAN JOSE,COLEGIO MIXTO PRIVADO SAN LUIS
COLEGIO PRIVADO MIXTO SAN JOSE,COLEGIO PRIVADO MIXTO SAN JUAN
COLEGIO PRIVADO MIXTO SAN JOSE,COLEGIO PRIVADO MIXTO SAN LUIS
COLEGIO MIXTO BILINGÜE QUETZALLI,COLEGIO MIXTO BILINGUE QUETZALLI
CENTRO DE EDUCACION EXTRAESCOLAR -CEEX-DEPARTAMENTAL,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-DEPARTAMENTAL
COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION CEIF COMP,"COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION, CEIF COMP"
INSTITUTO PARTICULAR MIXTO DE BACHILLERATO POR MADUREZ DR. MARIANO GALVEZ,INSTITUTO PARTICULAR MIXTO DE BACH. POR MADUREZ DR. MARIANO GÁLVEZ
LICEO TÉCNICO GUATEMALTECO IDETI,LICEO TECNICO GUATEMALTECO IDETI
COLEGIO PRIVADO MIXTO SAN JOSÉ,COLEGIO MIXTO PRIVADO SAN JOSÉ
COLEGIO PRIVADO MIXTO SAN JOSÉ,COLEGIO PRIVADO MIXTO SAN JOSE
COLEGIO PRIVADO MIXTO SAN JOSÉ,COLEGIO MIXTO PRIVADO SAN LUIS
COLEGIO PRIVADO MIXTO SAN JOSÉ,COLEGIO PRIVADO MIXTO SAN JUAN
COLEGIO PRIVADO MIXTO SAN JOSÉ,COLEGIO PRIVADO MIXTO SAN LUIS
INSTITUTO PARTICULAR MIXTO DE BACH. POR MADUREZ DR. MARIANO GÁLVEZ,INSTITUTO PARTICULAR MIXTO DE BACHILLERATO POR MADUREZ DR. MARIANO GALVEZ
